"ID","nombrecompleto","INSTITUCION","Pais","LatLong","ano","CostoPasajes","CostoViaticos","informeNumber"
1726,"Jilma Quiel","Ministerio del Ambiente","tailandia","15:100'",2013,3500,3600,"No"
1727,"Silvano Vergara","Ministerio del Ambiente","tailandia","15:100'",2013,,,"No"
1728,"Israel Tejada","Ministerio del Ambiente","tailandia","15:100'",2013,3500,8400,"No"
1729,"Magaly Castillo","Ministerio del Ambiente","costa rica","10:-84'",2013,,,"No"
1730,"Israel Torres","Ministerio del Ambiente","suiza","47:8'",2013,,1260,"No"
1731,"Nicole O´callaghan","Ministerio del Ambiente","jamaica","18,25:-77,5'",2013,,945,"No"
1732,"Olmedo Pérez","Ministerio del Ambiente","jamaica","18,25:-77,5'",2013,,945,"No"
1733,"Daniel Pareja","Ministerio del Ambiente","jamaica","18,25:-77,5'",2013,,945,"No"
1734,"Lorena Vanegas","Ministerio del Ambiente","chile","-30:-71'",2013,,540,"No"
1735,"Ednadelis Flores","Ministerio del Ambiente","costa rica","10:-84'",2013,,315,"No"
1736,"Deseriee Samaniego","Ministerio del Ambiente","nicaragua","13:-85'",2013,600,1750,"No"
1737,"Roberto Galan","Ministerio del Ambiente","chile","-30:-71'",2013,,945,"No"
1738,"Silvano Vergara","Ministerio del Ambiente","ecuador","-2:-77,5'",2013,1500,1600,"No"
1739,"Abraham Herrera","Ministerio del Ambiente","ecuador","-2:-77,5'",2013,700,1400,"No"
1740,"Karina Ortiz","Ministerio del Ambiente","ecuador","-2:-77,5'",2013,700,1400,"No"
1741,"Paola Jaén","Ministerio del Ambiente","ecuador","-2:-77,5'",2013,700,1400,"No"
1742,"Luis Lamboglia","Ministerio del Ambiente","ecuador","-2:-77,5'",2013,700,1400,"No"
1743,"Raúl Pinedo","Ministerio del Ambiente","alemania","51,5:10,5'",2013,,1080,"No"
1744,"Helvecia Bonilla","Ministerio del Ambiente","colombia","4:-72'",2013,,315,"No"
1745,"María Barrios","Ministerio del Ambiente","colombia","4:-72'",2013,,315,"No"
1746,"Magaly Castillo","Ministerio del Ambiente","ecuador","-2:-77,5'",2013,,525,"No"
1747,"Carlos Melgarejo","Ministerio del Ambiente","ecuador","-2:-77,5'",2013,,525,"No"
1748,"Orlando Bernal","Ministerio del Ambiente","honduras","15:-86,5'",2013,950,700,"No"
1749,"Yaoska Ruiz","Ministerio del Ambiente","honduras","15:-86,5'",2013,950,700,"No"
1750,"Ariadnny Guevara","Ministerio del Ambiente","honduras","15:-86,5'",2013,950,700,"No"
1751,"Silvano Vergara","Ministerio del Ambiente","honduras","15:-86,5'",2013,1200,800,"No"
1752,"Carlos Arauz","Ministerio del Ambiente","costa rica","10:-84'",2013,,1365,"No"
1753,"Martin Testa","Ministerio del Ambiente","costa rica","10:-84'",2013,,420,"No"
1754,"Ednadelis Flores","Ministerio del Ambiente","costa rica","10:-84'",2013,,1365,"No"
1755,"Eric Rodríguez","Ministerio del Ambiente","costa rica","10:-84'",2013,,420,"No"
1756,"Gerardo González","Ministerio del Ambiente","ecuador","-2:-77,5'",2013,,525,"No"
1757,"Lineth Arcia","Ministerio del Ambiente","méxico","23:-102'",2013,,315,"No"
1758,"Paola Jaén","Ministerio del Ambiente","méxico","23:-102'",2013,700,1050,"No"
1759,"Jorge Justavino","Ministerio del Ambiente","costa rica","10:-84'",2013,,420,"No"
1760,"Roney Samaniego","Ministerio del Ambiente","brasil","-10:-55'",2013,,810,"No"
1761,"Marina Gallardo","Ministerio del Ambiente","nicaragua","13:-85'",2013,,630,"No"
1762,"Israel Torres","Ministerio del Ambiente","alemania","51,5:10,5'",2013,,1440,"No"
1763,"Lenisel Saavedra","Ministerio del Ambiente","méxico","23:-102'",2013,700,1050,"No"
1764,"Ricardo Barranco","Ministerio del Ambiente","colombia","4:-72'",2013,,630,"No"
1765,"Roberto Bonilla","Ministerio del Ambiente","colombia","4:-72'",2013,,630,"No"
1766,"Darío Luque","Ministerio del Ambiente","colombia","4:-72'",2013,,630,"No"
1767,"Jorge Justavino","Ministerio del Ambiente","tailandia","15:100'",2013,,1440,"No"
1768,"Arelys Fuentes","Ministerio del Ambiente","trinidad y tobago","11:-61'",2013,,420,"No"
1769,"Silvano Vergara","Ministerio del Ambiente","taiwan","24:121'",2013,,1680,"No"
1770,"David Díaz","Ministerio del Ambiente","taiwan","24:121'",2013,,1260,"No"
1771,"Lineth Arcia","Ministerio del Ambiente","taiwan","24:121'",2013,,1260,"No"
1772,"Julieta Fernández","Ministerio del Ambiente","ecuador","-2:-77,5'",2013,,315,"No"
1773,"Ibelice Añino","Ministerio del Ambiente","méxico","23:-102'",2013,,420,"No"
1774,"Germania Lara","Ministerio del Ambiente","méxico","23:-102'",2013,,420,"No"
1775,"Abraham Herrera","Ministerio del Ambiente","méxico","23:-102'",2013,,420,"No"
1776,"Eustorgio Jaén","Ministerio del Ambiente","el salvador","13,833333:-88,916667'",2013,,315,"No"
1777,"Israel Torres","Ministerio del Ambiente","costa rica","10:-84'",2013,,315,"No"
1778,"David Díaz","Ministerio del Ambiente","colombia","4:-72'",2013,,315,"No"
1779,"Orlando Bernal","Ministerio del Ambiente","colombia","4:-72'",2013,,315,"No"
1780,"Fernando Domínguez","Ministerio del Ambiente","ecuador","-2:-77,5'",2013,,630,"No"
1781,"Anastacio González","Ministerio del Ambiente","ecuador","-2:-77,5'",2013,,630,"No"
1782,"Carlos Gómez","Ministerio del Ambiente","costa rica","10:-84'",2013,,315,"No"
1783,"Carlos Melgarejo","Ministerio del Ambiente","ecuador","-2:-77,5'",2013,,630,"No"
1784,"Silvano Vergara","Ministerio del Ambiente","méxico","23:-102'",2013,,,"No"
1785,"Ariadnny Guevara","Ministerio del Ambiente","el salvador","13,833333:-88,916667'",2013,,315,"No"
1786,"Marcia González","Ministerio del Ambiente","el salvador","13,833333:-88,916667'",2013,,315,"No"
1787,"Raúl Pinedo","Ministerio del Ambiente","alemania","51,5:10,5'",2013,2850,9600,"No"
1788,"Israel Torres","Ministerio del Ambiente","alemania","51,5:10,5'",2013,,2880,"No"
1789,"Carlos Gómez","Ministerio del Ambiente","alemania","51,5:10,5'",2013,,2880,"No"
1790,"Abraham Herrera","Ministerio del Ambiente","estados unidos de américa","39,828175:-98,5795'",2013,,675,"No"
1791,"Rita Orozco","Ministerio del Ambiente","alemania","51,5:10,5'",2013,3500,4200,"No"
1792,"Paola Jaén","Ministerio del Ambiente","alemania","51,5:10,5'",2013,3500,4200,"No"
1793,"Cynthia Deville","Ministerio del Ambiente","alemania","51,5:10,5'",2013,3500,8400,"No"
1794,"Silvano Vergara","Ministerio del Ambiente","alemania","51,5:10,5'",2013,,,"No"
1795,"Roberto Ballesteros","Ministerio del Ambiente","alemania","51,5:10,5'",2013,3500,4200,"No"
1796,"Marlenis Marin","Ministerio del Ambiente","argentina","-34:-64'",2013,,405,"No"
1797,"Neyra Herrera","Ministerio del Ambiente","españa","40:-4'",2013,,315,"No"
1798,"Alvaro Sánchez","Ministerio del Ambiente","china","35:105'",2013,,4140,"No"
1799,"Omar Kai","Ministerio del Ambiente","china","35:105'",2013,,4140,"No"
1800,"Itzel Rangel","Ministerio del Ambiente","uruguay","-33:-56'",2013,400,2100,"No"
1801,"Ibelice Añino","Ministerio del Ambiente",,,2013,4000,7800,"No"
1802,"Luis Delgado","Ministerio del Ambiente","nicaragua","13:-85'",2013,,315,"No"
1803,"Kathia Mojica","Ministerio del Ambiente","guatemala","15,5:-90,25'",2013,,315,"No"
1804,"Carlos Gómez","Ministerio del Ambiente","alemania","51,5:10,5'",2013,,1080,"No"
1805,"Agustín Corrales","Ministerio del Ambiente","italia","42,833333:12,833333'",2013,2500,6000,"No"
1806,"Geremías Aguilar","Ministerio del Ambiente","italia","42,833333:12,833333'",2013,2500,6000,"No"
1807,"Gerardo González","Ministerio del Ambiente","indonesia","-5:120'",2013,,1260,"No"
1808,"Helvecia Bonilla","Ministerio del Ambiente","costa rica","10:-84'",2013,,315,"No"
1809,"Silvano Vergara","Ministerio del Ambiente","suiza","47:8'",2013,,,"No"
1810,"David Díaz","Ministerio del Ambiente","suiza","47:8'",2013,,,"No"
1811,"Ariadnny Guevara","Ministerio del Ambiente","costa rica","10:-84'",2013,,630,"No"
1812,"Raúl Pinedo","Ministerio del Ambiente","alemania","51,5:10,5'",2013,,1080,"No"
1813,"Bolivar Jaén","Ministerio del Ambiente","ecuador","-2:-77,5'",2013,,420,"No"
1814,"Jorge Justavino","Ministerio del Ambiente","costa rica","10:-84'",2013,,315,"No"
1815,"Darío Luque","Ministerio del Ambiente","brasil","-10:-55'",2013,,675,"No"
1816,"Jocelyn Mosaquites","Ministerio del Ambiente","cuba","22:-79,5'",2013,,,"No"
1817,"Elizabeth Clarke","Ministerio del Ambiente","cuba","22:-79,5'",2013,,,"No"
1818,"Braulio Correa","Ministerio del Ambiente","cuba","22:-79,5'",2013,,,"No"
1819,"Elia Aviles","Ministerio del Ambiente","cuba","22:-79,5'",2013,,,"No"
1820,"Roselin Roquebert","Ministerio del Ambiente","cuba","22:-79,5'",2013,,2100,"No"
1821,"Miguel Batista","Ministerio del Ambiente","méxico","23:-102'",2013,,420,"No"
1822,"Virgilio Ureña","Ministerio del Ambiente","méxico","23:-102'",2013,,420,"No"
1823,"Bolivar Jaén","Ministerio del Ambiente","costa rica","10:-84'",2013,,525,"No"
1824,"Leticia Samaniego","Ministerio del Ambiente","cuba","22:-79,5'",2013,,,"No"
1825,"Desiree Vergara","Ministerio del Ambiente","cuba","22:-79,5'",2013,,,"No"
1826,"Olmedo Pérez","Ministerio del Ambiente","méxico","23:-102'",2013,,315,"No"
1827,"Diego Mosquera","Ministerio del Ambiente","brasil","-10:-55'",2013,,2700,"No"
1828,"Francisco Taylor","Ministerio del Ambiente","brasil","-10:-55'",2013,,2700,"No"
1829,"Florencio Ayarza","Ministerio del Ambiente","brasil","-10:-55'",2013,,2700,"No"
1830,"Nivardo Ibarra","Ministerio del Ambiente","brasil","-10:-55'",2013,,2700,"No"
1831,"Generoso Guerra","Ministerio del Ambiente","ghana","8:-2'",2013,,900,"No"
1832,"Rita Orozco","Ministerio del Ambiente","ghana","8:-2'",2013,,900,"No"
1833,"Orlando Bernal","Ministerio del Ambiente","cuba","22:-79,5'",2013,800,2100,"No"
1834,"Generoso Guerra","Ministerio del Ambiente","estados unidos de américa","39,828175:-98,5795'",2012,800,1800,"No"
1835,"Raúl Pinedo","Ministerio del Ambiente","chile","-30:-71'",2012,,540,"No"
1836,"Carlos Melgarejo","Ministerio del Ambiente","chile","-30:-71'",2012,,675,"No"
1837,"Bedsy González","Ministerio del Ambiente","costa rica","10:-84'",2012,,420,"No"
1838,"Benigno Villamonte","Ministerio del Ambiente","costa rica","10:-84'",2012,,420,"No"
1839,"Rita Orozco","Ministerio del Ambiente","china","35:105'",2012,,2550,"No"
1840,"Roney Samaniego","Ministerio del Ambiente","inglaterra","54:-4'",2012,,1440,"No"
1841,"Raúl Pinedo","Ministerio del Ambiente","estados unidos de américa","39,828175:-98,5795'",2012,,810,"No"
1842,"Yolany Castro","Ministerio del Ambiente","república dominicana","19:-70,666667'",2012,,525,"No"
1843,"Jaime Pimentel","Ministerio del Ambiente","argentina","-34:-64'",2012,,525,"No"
1844,"Roberto Bonilla","Ministerio del Ambiente","chile","-30:-71'",2012,,675,"No"
1845,"Okir Ortega","Ministerio del Ambiente","brasil","-10:-55'",2012,1301,945,"No"
1846,"Roberto Galan","Ministerio del Ambiente","brasil","-10:-55'",2012,1634,810,"No"
1847,"Dinorah Santamaría","Ministerio del Ambiente","brasil","-10:-55'",2012,1634,810,"No"
1848,"Dayra Samaniego","Ministerio del Ambiente","nicaragua","13:-85'",2012,,525,"No"
1849,"Denise Delvalle","Ministerio del Ambiente","costa rica","10:-84'",2012,,630,"No"
1850,"Elia Aviles","Ministerio del Ambiente","colombia","4:-72'",2012,,525,"No"
1851,"Israel Tejada","Ministerio del Ambiente","colombia","4:-72'",2012,,735,"No"
1852,"Lorena Vanegas","Ministerio del Ambiente","nicaragua","13:-85'",2012,,630,"No"
1853,"Abraham Herrera","Ministerio del Ambiente","méxico","23:-102'",2012,,420,"No"
1854,"Leticia Samaniego","Ministerio del Ambiente","argentina","-34:-64'",2012,,675,"No"
1855,"Aris Escobar","Ministerio del Ambiente","chile","-30:-71'",2012,,2835,"No"
1856,"Raúl Pinedo","Ministerio del Ambiente","qatar","25,5:51,25'",2012,2000,9600,"No"
1857,"Viterbo Villarreal","Ministerio del Ambiente","qatar","25,5:51,25'",2012,2000,9600,"No"
1858,"Israel Torres","Ministerio del Ambiente","qatar","25,5:51,25'",2012,2000,9600,"No"
1859,"Cynthia Deville","Ministerio del Ambiente","qatar","25,5:51,25'",2012,,3240,"No"
1860,"Carlos Gómez","Ministerio del Ambiente","qatar","25,5:51,25'",2012,,2880,"No"
1861,"Héctor Rodríguez","Ministerio del Ambiente","qatar","25,5:51,25'",2012,,2880,"No"
1862,"Eric Rodríguez","Ministerio del Ambiente","qatar","25,5:51,25'",2012,,3060,"No"
1863,"Ednadelis Flores","Ministerio del Ambiente","belice","17,25:-88,75'",2012,,420,"No"
1864,"Alvaro Sánchez","Ministerio del Ambiente","belice","17,25:-88,75'",2012,,420,"No"
1865,"Victor Corro","Ministerio del Ambiente","belice","17,25:-88,75'",2012,,420,"No"
1866,"Eddy Arcia","Ministerio del Ambiente","chile","-30:-71'",2012,,810,"No"
1867,"Yajaira Luna","Ministerio del Ambiente","chile","-30:-71'",2012,,810,"No"
1868,"Ibelice Añino","Ministerio del Ambiente","nicaragua","13:-85'",2012,,735,"No"
1869,"Abraham Herrera","Ministerio del Ambiente","nicaragua","13:-85'",2012,,420,"No"
1870,"Geremías Aguilar","Ministerio del Ambiente","china","35:105'",2012,,2340,"No"
1871,"Israel Torres","Ministerio del Ambiente","el salvador","13,833333:-88,916667'",2013,,420,"No"
1872,"Jorge Justavino","Ministerio del Ambiente","guyana","5:-59'",2013,,2100,"No"
1873,"Daysi Vargas","Ministerio del Ambiente","perú","-10:-76'",2013,,525,"No"
1874,"Magaly Castillo","Ministerio del Ambiente","méxico","23:-102'",2013,,315,"No"
1875,"Eric Rodríguez","Ministerio del Ambiente","méxico","23:-102'",2013,,315,"No"
1876,"Pablo Guerra","Ministerio del Ambiente","costa rica","10:-84'",2013,,1365,"No"
1877,"Manuel Lopez","Ministerio del Ambiente","costa rica","10:-84'",2013,,1365,"No"
1878,"Zolinka Herrera","Ministerio del Ambiente","el salvador","13,833333:-88,916667'",2013,,315,"No"
1879,"Gladys Villarreal","Ministerio del Ambiente","israel","31,5:34,75'",2013,4500,180,"No"
1880,"José Carrión","Ministerio del Ambiente","guatemala","15,5:-90,25'",2013,,315,"No"
1881,"Carlos Gómez","Ministerio del Ambiente","república dominicana","19:-70,666667'",2013,,525,"No"
1882,"Magaly Castillo","Ministerio del Ambiente","brasil","-10:-55'",2013,,810,"No"
1883,"Eustorgio Jaén","Ministerio del Ambiente","alemania","51,5:10,5'",2013,,720,"No"
1884,"Genoveva Quintero","Ministerio del Ambiente","brasil","-10:-55'",2013,,810,"No"
1885,"Gerardo González","Ministerio del Ambiente","brasil","-10:-55'",2013,,810,"No"
1886,"Alex De Gracia","Ministerio del Ambiente","colombia","4:-72'",2013,,2835,"No"
1887,"Noris Toribio","Ministerio del Ambiente","colombia","4:-72'",2013,,1050,"No"
1888,"Silvano Vergara","Ministerio del Ambiente","tailandia","15:100'",2013,,,"No"
1889,"Elia Guerra","Ministerio del Ambiente","perú","-10:-76'",2013,,,"No"
1890,"Elia Guerra","Ministerio del Ambiente","polonia","52:20'",2013,,1080,"No"
1891,"Silvano Vergara","Ministerio del Ambiente","polonia","52:20'",2013,,,"No"
1892,"Eric Rodríguez","Ministerio del Ambiente","brasil","-10:-55'",2013,,540,"No"
1893,"Alina Rodriguez","Ministerio del Ambiente","bolivia","-17:-65'",2013,,630,"No"
1894,"Lady Palacios","Ministerio del Ambiente","méxico","23:-102'",2013,,420,"No"
1895,"Yahaira Cárdenas","Ministerio del Ambiente","namibia","-22:17'",2013,,1260,"No"
1896,"Israel Torres","Ministerio del Ambiente","namibia","-22:17'",2013,,2550,"No"
1897,"Francisco Montenegro","Ministerio del Ambiente","honduras","15:-86,5'",2013,,525,"No"
1898,"Geremías Aguilar","Ministerio del Ambiente","namibia","-22:17'",2013,,,"No"
1899,"Elia Guerra","Ministerio del Ambiente","república dominicana","19:-70,666667'",2013,,,"No"
1900,"Elia Guerra","Ministerio del Ambiente","costa rica","10:-84'",2013,,,"No"
1901,"Silvano Vergara","Ministerio del Ambiente","costa rica","10:-84'",2013,,,"No"
1902,"Félix Magallón","Ministerio del Ambiente","austria","47,333333:13,333333'",2013,,1320,"No"
1903,"Roberto Bonilla","Ministerio del Ambiente","chile","-30:-71'",2013,,540,"No"
1904,"Lineth Arcia","Ministerio del Ambiente","tailandia","15:100'",2013,,4200,"No"
1905,"Rita Orozco","Ministerio del Ambiente","república dominicana","19:-70,666667'",2013,,420,"No"
1906,"Abraham Herrera","Ministerio del Ambiente","tailandia","15:100'",2013,,4200,"No"
1907,"Omar Abrego","Ministerio del Ambiente","el salvador","13,833333:-88,916667'",2013,,,"No"
1908,"Javier Morales","Ministerio del Ambiente","alemania","51,5:10,5'",2013,,900,"No"
1909,"Feliciano Escobar","Ministerio del Ambiente","brasil","-10:-55'",2013,,540,"No"
1910,"Yaremit Mendoza","Ministerio del Ambiente","uruguay","-33:-56'",2013,,1750,"No"
1911,"Yaquelin Fossatti","Ministerio del Ambiente","uruguay","-33:-56'",2013,,1750,"No"
1912,"Pablo Guerra","Ministerio del Ambiente","colombia","4:-72'",2013,,420,"No"
1913,"Miguel Santiago","Ministerio del Ambiente","costa rica","10:-84'",2013,,1400,"No"
1914,"Israel Tejada","Ministerio del Ambiente","costa rica","10:-84'",2013,,1400,"No"
1915,"Elizabeth Clarke","Ministerio del Ambiente","costa rica","10:-84'",2013,,1400,"No"
1916,"Ana Lopez","Ministerio del Ambiente","costa rica","10:-84'",2013,,1400,"No"
1917,"Lionel Quiróz","Ministerio del Ambiente","costa rica","10:-84'",2013,,1400,"No"
1918,"Benigno Villamonte","Ministerio del Ambiente","costa rica","10:-84'",2013,,1400,"No"
1919,"Olmedo Pérez","Ministerio del Ambiente","japón","36:138'",2013,,3600,"No"
1920,"Eric Rodríguez","Ministerio del Ambiente","alemania","51,5:10,5'",2013,,2340,"No"
1921,"Silvano Vergara","Ministerio del Ambiente","república dominicana","19:-70,666667'",2013,,400,"No"
1922,"Ana Tuñón","Ministerio del Ambiente","méxico","23:-102'",2013,,1995,"No"
1923,"Darío Luque","Ministerio del Ambiente","kenia","1:38'",2013,,1260,"No"
1924,"Israel Torres","Ministerio del Ambiente","bélgica","50,833333:4'",2013,,1260,"No"
1925,"Orlando Bernal","Ministerio del Ambiente","zambia","-15:30'",2013,,1620,"No"
1926,"Roberto Galan","Ministerio del Ambiente","portugal","39,5:-8'",2013,,1260,"No"
1927,"Camilo Samaniego","Ministerio del Ambiente","cuba","22:-79,5'",2013,,525,"No"
1928,"Natividad Jaramillo","Ministerio del Ambiente","chile","-30:-71'",2013,,,"No"
1929,"Arelys Fuentes","Ministerio del Ambiente","jamaica","18,25:-77,5'",2013,,420,"No"
1930,"Lineth Arcia","Ministerio del Ambiente","tailandia","15:100'",2013,,4200,"No"
1931,"Elia Guerra","Ministerio del Ambiente","el salvador","13,833333:-88,916667'",2013,,,"No"
1932,"Abraham Herrera","Ministerio del Ambiente","estados unidos de américa","39,828175:-98,5795'",2013,,,"No"
1933,"Ednadelis Flores","Ministerio del Ambiente","honduras","15:-86,5'",2013,,945,"No"
1934,"Genoveva Quintero","Ministerio del Ambiente","honduras","15:-86,5'",2013,,1365,"No"
1935,"Ednadelis Flores","Ministerio del Ambiente","el salvador","13,833333:-88,916667'",2013,,315,"No"
1936,"José Bethancourt","Ministerio del Ambiente","bolivia","-17:-65'",2013,,630,"No"
1937,"Aris Escobar","Ministerio del Ambiente","perú","-10:-76'",2013,,525,"No"
1938,"Marta Domingo","Ministerio del Ambiente","brasil","-10:-55'",2013,,3645,"No"
